content,stars,title
"
sebagai hotel baru,,,hotel ini bersih, nyaman, staffnya juga ramah dan tanggap dalam melayani...karena kemaren travel bag saya lupa password tidak bisa dibuka, lalu telpon ke bagian engineering g lama langsung dateng ke kamar dan membantu untuk buka,,,kalo g di bantu alhasil g ganti baju deh.... ;) tapi untuk parkirnya sangat sempit sekali untuk membelok naik turun parkiran butuh perjuangan karena sangat kecil jalannya...apalagi buat yang pake mobil-mobil besar pasti akan susah. Untuk sarapan...kami sarapan sudah banyak makanan yang habis tapi tidak segera di isi ulang...di meja sendok,garpu,pisau juga banyak yang g ada...ruangan sarapan sangat kecil untuk tamu yang banyak dan longweekend kemaren sangat penuh dan susah untuk duduk karena sangat terbatas. Tapi yang bikin seneng adalah kolam renangnya yang di lantai 23 pemandangannya langsung ke simpang lima,,,,keren...paling enak renang jam 5 sampai magrib karena sudah g terlalu panas dan bisa liat sunset sambil renang lalu lampu-lampu kota semarang mulai nyala...best view disini...Jadi overall kamar,kolam renangnya oke, staff juga oke...tapi makanannya aja yang kurang, lahan parkir sempit.
",4 dari 5 lingkaran,skypoolnya oke....tapi
"
Hotel yg cukup nyaman,strategis.view kamar bisa melihat keramaian simpang 5 secara langsung.namun sayang,hotel tidak dilengkapi dengan fasilitas kolam renang seperti standart ibis di kota lain.untuk lahan parkir cukup sempit,namun hotel menyediakan fasilitas valet gratis sehingga memudahkan pelanggan
",3 dari 5 lingkaran,Transit arus balik lebaran
"
menginap disini saya mendapatkan sesuai dengan apa yang saya bayar. kamar bersih dan nyaman tapi kamar mandinya kecil. makanannya enak dan bervariasi. yang menyenangan adalah lokasinya yang berada di pusat kota. mudah dari sini untuk menuju simpang lima atau mau beli oleh oleh lumpia semarang
",3 dari 5 lingkaran,minimalis tapi strategis
"
pada musim lebaran kemarin kemi sekeluarga berkesempatan mengunjungi ibis simpang lima... ambil 2 kamar yang ada connecting doornya ..kamar lumayan bersih.. klo masalah kenyamanan tidur kayanya ibis ga ada tandingannya bantalnya nyaman bangett... pengen dibawa pulang aja hehehe... makan pagi juga sangat keren menurut saya komplit dehhhh.. staf hotel khususnya mas mas di reception sangat helpful bgt apalagi kami saat itu walk in check in ...
",4 dari 5 lingkaran,kamar bagus ada connecting doornya
"
Amaazzing place , Good place Tempatnya bersiiih , Rapiih , Nyamann , bisa lihat kota Semarang dri balkon , Pelayanannya msh sedikit kurang , Kamar mandinyaaa good bgt , ga akan kcewa udh byar mahal mahal msa pelayanannya ga enaak , manchaaaay
",4 dari 5 lingkaran,Good Places
"
kamarnya bagus bed nya besar ukuran 220X200.view saat malam juga bagus apalagi di pool nya lt 23 pemandangan langsung ke simpang lima,.breakfast lumayan lah, recommended aja.. hotel paling tinggi di simpang lima..
",5 dari 5 lingkaran,good
"
Saya menginap di hotel ini bersama keluarga. Lokasi hotel ini cukup strategis karena dekat dengan simpang lima.Kita dapat jalan dari hotel ke kawasan simpang lima dimana banyak terdapat mall,warung-warung,restoran.Di depan hotel juga banyak penjual makanan dari lumpia sampai martabak.Kamar yang kami dapat cukup bersih dan luas.Paket kamar dengan sarapan juga cukup menguntungkan.Makanan sarapan rasanya cukup enak dan ada beberapa pilihan.Banyak juga pilihan trasnportasi di depan hotel,mulai dari becak sampai taksi.
",4 dari 5 lingkaran,Hotel dengan lokasi yang strategis
"
Lokasi hotel ini strategis di simpang lima. Lift untuk masuk hotel ternyata masuk kedalam, bukan di lift dekat lobby. Atap hotel cukup rendah. Ketika cek in jam 17, masih menunggu karena kamar belum siap.
",2 dari 5 lingkaran,Hotel baru di simpang lima
"
Dengan harga yang masuk akal, pelayanan cepat, dan kamar yang cukup lapang ibis simpang lima menjadi pilihan yang cukup baik,",4 dari 5 lingkaran,Puas
"
Hotel ini sangat dekat dengan kawasan Simpang Lima Semarang.Harganya sangat terjangkau terutama jika perjalanan kita untuk tujuan Bisnis.Untuk Liburan Keluarga sepertinya kurang cocok karena tidak dilengkapi dengan kolam renang,playground,gym.Dan pengalaman kemarin meskipun sudah booking dan confirmed tetapi jika kita check in diatas jam 16,pihak hotel akan telepon kita untuk membayar hotel via transfer. Waktu itu kami sedang dalam perjalanan dan tidak menemukan ATM.Setelah nego akhirnya diberikan waktu sampai dengan pukul 18. Kami sampai di hotel jam 18:45 dengan kondisi handphone off kehabisan baterey. Terbayang dipikiran kami,pasti antar jam 18 sd kedatangan kami,pihak hotel sudah berusaha contact berkali-2..hehe
",3 dari 5 lingkaran,Lokasi Strategis
"
Saya membooking hotel ini karena cukup dekat jaraknya dengan tempat yang mau saya kunjungi. Dan memang letaknya juga cukup strategis dan gampang dicari. Harga juga sangat terjangkau. Kebersihan kamar lumayan, namun sepertinya perabotan sudah perlu untuk diperbaharui karena beberapa perabotan yang ada di kamar terlihat agak sedikit usang. Dan juga mungkin untuk menu sarapan pagi bisa lebih diperbanyak variasinya. Menunya tidak terlalu mengundang selera untuk makan.
",3 dari 5 lingkaran,Budget hotel dengan lokasi yang strategis
"
Hotel ini tidak terlalu jauh dari stasiun, dan dekat dengan paragon mall , novotel, ibis budget, simpang lima dll.",5 dari 5 lingkaran,Luar Biasa
"
Kamar bisa dibuka penghuni kamar lain. Padahal pake smart card. Untung saya di kamar. Kalo ga kan bahaya. Komplain ke reception alasan nya customer nya terburu buru. Kok malah customer yang di salahkan?? Yang setting smart card Kan pihak hotel
",1 dari 5 lingkaran,Ga aman. Kamar bisa dibuka oleh pengunjung lain 
"
Pas masuk kamar terasa nyaman..bersih..tempat mandi yang terpisah dari closet memudahkan jika nginep berdua, selagi kamar mandi dipakai temen, ruang closet bisa kita pakai merenung merenung :D. Saat breakfast, restauran menyediakan menu tradisional yang rasanya maknyus..sayangnya g menyediakan sandal dan tidak ada lemari es dikamar..padahal waktu itu saya bawa makanan yang mesti masuk freezer..tp e",4 dari 5 lingkaran,Sarapannya enak
"
Hotel bintang 2 dengan lokasi sangat strategis, berdekatan dengan Paragon Mall. Untuk ukuran hotel bintang 2, sudah lumayan memuaskan. Sayangnya saya mendapat pengalaman kurang memuaskan yaitu wastafel mampet di kamar 917. View yang disajikan dari lantai 9 hotel ini cukup bagus.
",4 dari 5 lingkaran,Hotel Bintang 2 di Lokasi Strategis
"
Menginap 2 minggu di Feb 2015. Lokasi hotel dekat dengan Paragon Mall Semarang, sekitar 100 meter. Kamar semua non-smoking. Sempat ada issue dengan sinyal WIFI, tapi hotel dengan tanggap menambah 1 router khusus di kamar saya! Good job! Seberang jalan persis ada warteg buat yg mau makan hemat. Tempat makan lain juga tersedia, baik di mall maupun sekitar mall.
",4 dari 5 lingkaran,"Murah, lokasi strategis"
"
Hotel ini tidak terlalu jauh dengan stasiun, dan juga terdapat di tengah kota semarang. dengan transporttasi yang banyak untuk pergi kemana mana. selain itu staffnya ramah, kamarnya bagus, dan juga pastinya biayanya pass di kantong. mendapatkan sarapan dan juga pemandangan yang bagus. Jika ke Semarang cobalah untuk memesan di hotel ini. ga nyesel.
",5 dari 5 lingkaran,Lokasi stategis dan bagus
"
menginap 2 hari di sini dg rate kamar yg tdk mahal (pas lagi ada promo^^) letaknya strategis, dekat mall Paragon, rumah makan Beringin & Bakmi Jowo Pak Doel Noemani... meskipun kamarnya tdk terlalu luas, tapi nyaman & bersih.. para staffnyapun cooperative & friendly.. Sempat order utk delivery frozen risoles Oma Londo ke hotel & uang pembayarannya dapat dititipkan ke receptionist, karena saya ada kegiatan di luar hotel & risolesnya boleh dititip di kulkas hotel sehingga tidak rusak ketika dibawa ke Jakarta besoknya (makasih utk bantuan bu Titin & pak Arif di resepsionis yaa...) Overall, pengalaman menginap di hotel Whiz cukup menyenangkan..
",4 dari 5 lingkaran,Nice hotel
"
keika pertama datang kita di sambut oleh pelayanan yang memuaskan, sehingga kita dapat langsung menuju ke kamar yang telah kita booking. kamar yang bersih, harum, dan rapi membuat kita beristirahat dengan nyaman.
",5 dari 5 lingkaran,memuaskan
"
Saya dlm perjalanan bisnis dr Sby ke Jkt, saya booking lewat Pegi Pegi.com saat mengendari mobil dan sudah malam sekitaran jam 19.30-20.30 pas kejebak macet. Saya tidak perhatikan tanggal menginapnya ternyata saat tiba dihotel ternyata untuk besok.. sedangkan saya besok siang sudah cabut ke jkt. Saya bilang tolong dibantu 1. Sudah larut malam, tiba di hotel sekitaran jam 22.00an",1 dari 5 lingkaran,Perlu perbaikan
"
Hotel ini sangat strategis untuk anda yang mau jalan-jalan ke kota Semarang, lokasinya di Simpang Lima sangat memudahkan anda untuk wisata kuliner maupun wisata kota Semarang. Letaknya pas di pusat keramaian kota Semarang, sangat cocok untuk anda dan keluarga untuk menikmati indahnya kota Semarang maupun memanjakan lidah anda dengan aneka jajanan di sepanjang Simpang Lima.
",4 dari 5 lingkaran,Hotel startegis di jantung kota Semarang
"
Lokasi dekat dengan pusat kota semarang/simpang lima. harga masih cukup di kantong. kebetulan saya dapat di lantai 6 dan menghadap ke jalanan. kebersihan kamar cukup baik, yang mungkin harus di perbaiki menu breakfast dan design bathroom.
",3 dari 5 lingkaran,Harga terjangkau di sekitar simpang lima semarang
"
Setiap ke Semarang saya selalu bermalam di sini dan ini untuk yang ke 4 kalinya. Hotel ini sangat nyaman, letak strategis di Simpang Lima, kendaraan juga gampang, pihak hotel yang ramah dan sangat membantu, yang paling amat saya senang untuk bermalam di grup hotel ini adalah tempat tidur yang empuk dan interior ruangan yang buat kami betah. Makanannya juga enak dan variatif. Kesukaan anak saya adalah mie goreng nya. Room service nya ok banget melayani saya yang bawel. ",5 dari 5 lingkaran,Friendly Cozy Comfy
"
Lokasi di daerah simpang lima jadi gampang untuk akses keliling kota, kamar nyaman tetapi kamar mandi sempit. Menu sarapan standar, harusnya bisa lebih enak lagi. Weekend banyak tamu yang membawa anak kecil yang teriak2 di lorong.
",4 dari 5 lingkaran,Hotel di tengah kota
"
saya kurang tahu apakah ini termasuk budget hotel atau bukan. Yang pasti, panampakannya sangat minimalis. Dari mulai lobby dan front office lift hingga kamar. Memang, saya hanya sebentar saja. Sampai nyaris subuh dan check out pagi hari, bahkan tidak sempat sarapan di hotel. Ya kalau cuman untuk tidur, xoxo.
",3 dari 5 lingkaran,Sangat Minimalis
"
Terletak di pusat kota, hotel ini dekat dengan mall Ciputra dan tempat makan di Simpang Lima (jalan kaki tidak jauh), bahkan di seberang hotel terdapat food court Cabe Hijau dengan berbagai pilihan menu makanan. Kamar tidak terlampau besar tetapi memadai untuk bekerja di dalam kamar. Karena lokasinya yang strategis, hotel ini seringkali penuh. Terakhir kali menginap disini pada bulan Mei 2014 dan setelah memesan kamar melalui telepon 3 hari sebelumnya, dipastikan tersedia 2 kamar. Saya mengirim e-mail untuk konfirmasi dan informasi bahwa kedatangan saya sekitar pk. 19.00-20.00, yang dibalas dengan e-mail bahwa 2 kamar hotel akan disiapkan sampai kedatangan saya bersama rekan pada jam tersebut. Tetapi pada hari keberangkatan, saya ditelpon dan diminta untuk transfer pembayaran hari pertama paling lambat pk. 16 sebab kalau tidak maka kamar akan dijual ke tamu lain dengan alasan banyak tamu yang ingin menginap di hotel tersebut. Penjelasan bahwa sudah dikirim e-mail dari pihak hotel dijawab oleh atasan staf (yang sebelumnya sdh mengirim e-mail) bahwa selama belum ada confirmation letter dari hotel maka belum dianggap sah. Setelah membayar (kerepotan karena saat itu sedang dalam perjalanan dari luar kota dan harus mencari ATM), barulah dikirim surat confirmation letter. Saat di hotel bertemu dengan staf dan atasannya. Disayangkan atasan menegur langsung (kecerobohan) stafnya di depan saya (tamu). Walaupun begitu hotel ini tetap pilihan saya untuk menginap di Semarang, tetapi saya akan minta kepastian - apakah harus membayar di muka apabila datang lebih dari pk. 18.00 atau tidak. Sudah lebih dari 3 kali menginap di hotel ini.
",4 dari 5 lingkaran,Dekat ke mall dan tempat makan
"
Check-in tanggal 22 Desember 2014 menjelang Natal. Ini hotel dengan lokasi sangat bagus. Berada di area Simpang Lima Semarang membuat kami mudah menjangkau banyak sudut kota semarang termasuk Swikee, nasi liwet di pagi hari (orang semarang menyebutnya nasi ayam), lumpia express ... semua hanya berjarak 5-10 menit berjalan kaki.",3 dari 5 lingkaran,"Strategis, View Menawan"
"
Pertama kali ke semarang untuk urusan kantor. Saya nginep disini untuk sehari. Menyenangkan karena semua pegawai disini ramah .. Untuk kamar juga luas dan saya dpt view menghadap langsung ke simpang lima yg merupakan icon kota semarang dan pass banget ada acara kembang api ""perfect"". Plusnya lagi internetnya kenceng walau minusnya pake kabel lan kurang wifi. Untuk makanan semuanya enak dan variasi. Tapi yaang ga enak ruang meetingnya agak sempit ..kurang nyaman. Y smg ruang meetingnya diperluas ya
",4 dari 5 lingkaran,"Asyik dekat bandara,simpang5,oleh2"
"
Kebetulan saya ada tugas di semarang, hotel IBIS memberikan kebutuhan yang saya perlukan selama 2 (dua) hari di Semarang.",3 dari 5 lingkaran,Urusan kerja
"
Kami menginap November 2014 yang lalu. Karena dadakan, last minute memutuskan untuk menginap di sini. Secara lokasi, hotel ini strategis sekali karena dekat Simpang Lima, pusatnya Semarang.",3 dari 5 lingkaran,Lift Rusak
"
Hotel berada di lokasi yang bagus,hanya 5 menit ke Simpang Lima.",3 dari 5 lingkaran,"Best location,good hotel but bad services"
"
Mencari hotel didekat kawasan simpang lima tidaklah sulit. Banyak pilihan dengan kelebihan dan kekurangan masing-masing. Hotel ini berkonsep minimalis yang nyaman. Dua kali sudah menginap di hotel ini. Pelayanannya bagus dan menu makan nya juga enak dan bervariatif. Akses wifi juga tersambung sampai dalam kamar.
",3 dari 5 lingkaran,Hotel minimalis dekat simpang5
"
Keseluruhan sih Oke cuma ac kurang dingin kl bisa ditingkatkan lg pelayanannya.............harga murah lokasi strategis di tengah kota deket kemana mana. Sy sdh Kali kedua nginap disana. Dan akan selalu disana...
",5 dari 5 lingkaran,Liburan
"
Fasilitas dan layanan cukup memuaskan, kamar luas, meja untuk bekerja cukup luas dan nyaman, tapi kamar mandi agak sempit terutama wastafelnya. ",3 dari 5 lingkaran,Cukup memuaskan
"
Hotel ini lokasinya sangat strategis karena di Simpang Lima Semarang. Hotel yang dekat pusat perbelanjaan dan akses kemana saja sangat mudah. Kami datang diterima receptionis yang baik dan ramah. Interior hotel maupun interior kamar sangat bagus. Kamar juga cukup luas dengan penataan ruangan yang baik. Furniture juga baik dan bagus. TV LCDnya berjalan baik serta koneksi internetnya bagus. Kamar dan kamar mandi sangat bersih. Kami dapat tidur nyenyak disini karena suasananya sangat nyaman. Staff hotel baik dan ramah. Menu sarapan rasa masakannya sangat enak. Menginap disini sangat memuaskan.
",4 dari 5 lingkaran,Hotel Strategis
"
saat aku kesemarang aku paling suka berkunjung di whitz karena hotelnya yang sangat bersih, pelayananya yang sangat ramah , kamarnya yang luas, kamar mandinya terpisah antara toilet dengan kamar mandi . satpamnya yang sigap . saya sangat menyukai hotel ini .
",3 dari 5 lingkaran,Hotel yang bersih pelayanan yang baik
"
saya menginap semalam disini bersama keluarga, yang bagus disini....pelayanan staf nya ramah-ramah, kondisi hotel mayoritas bersih, beberapa bagian menggunakan karpet sehingga mengesankan hotel mewah, AC nya dingin walaupun menggunakan AC split. Yang kurang adalah kualitas makanannya biasa aja, interiornya menggunakan cat putih yang terlihat kotor di beberapa tempat.
",4 dari 5 lingkaran,Budget hotel yang lumayan
"
Hotel dengan nuansa hijau, dengan harga yang murah, lokasi yang strategis dengan mall paragon yang dapat dijangkau dengan berjalan kaki. Sudah dua kali menginap disini dan selalu memuaskan. Pegawainya sangat ramah. Kamar bersih dan nyaman.
",4 dari 5 lingkaran,Murahhh
"
Hotel ini terletak di kawasan pecinan Kota Semarang. Artinya, sekitarnya merupakan lingkungan bisnis. Tak heran sejumlah hotel bintang empat berada di sekitar hotel Whiz yang bintang dua. karena minimalis, maka ruangan juga minimalis, tapi cukuplah untuk urusan bisnis. Apalagi untuk menginap semalam tak perlu merogoh kocek cukup dalam. Hotel ini cocok untuk mereka yang hanya transit. Atau ada keperluan sehari. Kurang cocok untuk ramai ramai bersama keluarga. Karena kamar,baik untuk double bisnis, twin business, minimalis juga. Kebetulan saya bersama teman, menyewa twin business. Namun hotel ini cukup bersih, pelayanan cukup baik.. parkir mobil tamu hotel menginap berada di belakang hotel, yang tentunya juga minimalis. Jangan bayangkan dengan hotel bintang 4 atau 5 yang parkirnya ada yang separuh lapangan bola. Kalau hotel ini luas parkir nyaris sama dengan lapangan futsal... jadi memang minimalis...
",3 dari 5 lingkaran,"Hotel Minimalis, tapi bisa kemana-mana"
"
Kamar dengan desain yang menarik,cocok untuk pasangan atau pun keluarga,wifi gratis,dan pelayanan yang baik,apa lagi mbak Ayu nya yang ramah,,hiii...",4 dari 5 lingkaran,Penyediaan Fasilitas Yang Memuaskan Untuk Hotel Kelas Bintang 2
